location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Indonesia,IDN,1/12/2021,236724392,140205046,96519346,,1885086,1346937,85.92,50.89,35.03,,4889,589171,0.214
Indonesia,IDN,2/12/2021,238203878,140885229,97318649,,1479486,1316596,86.46,51.14,35.32,,4779,596012,0.216
Indonesia,IDN,3/12/2021,239549926,141503092,98046834,,1346048,1277099,86.95,51.36,35.59,,4636,571127,0.207
Indonesia,IDN,4/12/2021,240654588,142030970,98623618,,1104662,1266877,87.35,51.55,35.8,,4598,558765,0.203
Indonesia,IDN,5/12/2021,241441928,142432347,99009581,,787340,1224566,87.64,51.7,35.94,,4445,557445,0.202
Indonesia,IDN,6/12/2021,241926512,142700940,99225572,,484584,1180284,87.81,51.8,36.02,,4284,541725,0.197
Indonesia,IDN,7/12/2021,243116796,143291352,99825444,,1190284,1182499,88.25,52.01,36.23,,4292,560845,0.204
Indonesia,IDN,8/12/2021,244253314,143794042,100459272,,1136518,1075560,88.66,52.19,36.46,,3904,512714,0.186
Indonesia,IDN,9/12/2021,245595833,144446324,101149509,,1342519,1055994,89.15,52.43,36.71,,3833,508728,0.185
Indonesia,IDN,10/12/2021,246880508,145085912,101794596,,1284675,1047226,89.61,52.66,36.95,,3801,511831,0.186
Indonesia,IDN,11/12/2021,248355276,145910019,102445257,,1474768,1100098,90.15,52.96,37.19,,3993,554150,0.201
Indonesia,IDN,12/12/2021,249399820,146489638,102910182,,1044544,1136842,90.53,53.17,37.35,,4126,579613,0.21
Indonesia,IDN,13/12/2021,249974816,146875959,103098857,,574996,1149758,90.73,53.31,37.42,,4173,596431,0.216
Indonesia,IDN,14/12/2021,251106714,147468396,103638318,,1131898,1141417,91.15,53.53,37.62,,4143,596721,0.217
Indonesia,IDN,15/12/2021,252866371,148344215,104522156,,1759657,1230437,91.78,53.85,37.94,,4466,650025,0.236
Indonesia,IDN,16/12/2021,254443692,149205571,105238121,,1577321,1263980,92.36,54.16,38.2,,4588,679892,0.247
Indonesia,IDN,17/12/2021,256270038,150249500,106020538,,1826346,1341361,93.02,54.54,38.48,,4869,737655,0.268
Indonesia,IDN,18/12/2021,257882469,151246296,106636173,,1612431,1361028,93.6,54.9,38.71,,4940,762325,0.277
Indonesia,IDN,19/12/2021,258469441,151417878,107051563,,586972,1295660,93.82,54.96,38.86,,4703,704034,0.256
Indonesia,IDN,20/12/2021,258955775,151775597,107180178,,486334,1282994,93.99,55.09,38.9,,4657,699948,0.254
Indonesia,IDN,21/12/2021,260302530,152596517,107706013,,1346755,1313688,94.48,55.39,39.09,,4768,732589,0.266
Indonesia,IDN,22/12/2021,262043740,153503685,108540055,,1741210,1311053,95.12,55.72,39.4,,4759,737067,0.268
Indonesia,IDN,23/12/2021,263751186,154494115,109257071,,1707446,1329642,95.73,56.08,39.66,,4826,755506,0.274
Indonesia,IDN,24/12/2021,265370276,155414524,109955752,,1619090,1300034,96.32,56.41,39.91,,4719,737861,0.268
Indonesia,IDN,25/12/2021,266589872,156182585,110407287,,1219596,1243915,96.77,56.69,40.08,,4515,705184,0.256
Indonesia,IDN,26/12/2021,267262585,156641778,110620807,,672713,1256163,97.01,56.86,40.15,,4560,746271,0.271
Indonesia,IDN,27/12/2021,267807642,156994786,110812856,,545057,1264552,97.21,56.99,40.22,,4590,745598,0.271
Indonesia,IDN,28/12/2021,269370107,157804805,111565302,,1562465,1295368,97.77,57.28,40.5,,4702,744041,0.27
Indonesia,IDN,29/12/2021,271240030,158962242,112277788,,1869923,1313756,98.45,57.7,40.75,,4769,779794,0.283
Indonesia,IDN,30/12/2021,273016811,160012443,113004368,,1776781,1323661,99.1,58.08,41.02,,4805,788333,0.286
Indonesia,IDN,31/12/2021,274749184,161082857,113666327,,1732373,1339844,99.73,58.47,41.26,,4863,809762,0.294
Indonesia,IDN,1/1/2022,,161861222,114030438,,,1353346,,58.75,41.39,,4912,811234,0.294
Indonesia,IDN,2/1/2022,,165900887,114103362,,,1444974,,60.22,41.42,,5245,1322730,0.48
Indonesia,IDN,3/1/2022,,166104331,114196339,,,1554839,,60.29,41.45,,5644,1301364,0.472
Indonesia,IDN,4/1/2022,,166653867,114565936,,,1519359,,60.49,41.58,,5515,1264152,0.459
Indonesia,IDN,5/1/2022,,167226243,114822604,,,1439958,,60.7,41.68,,5227,1180572,0.429
Indonesia,IDN,6/1/2022,,167999777,115554584,,,1373862,,60.98,41.94,,4987,1141048,0.414
Indonesia,IDN,7/1/2022,,168819593,116114884,,,1314110,,61.28,42.15,,4770,1105248,0.401
Indonesia,IDN,8/1/2022,,169580225,116569908,,,1314110,,61.55,42.31,,4770,1102715,0.4
Indonesia,IDN,9/1/2022,,170143626,116819952,,,1314110,,61.76,42.4,,4770,606106,0.22
Indonesia,IDN,10/1/2022,,170536338,116999284,,,1314110,,61.9,42.47,,4770,633144,0.23
Indonesia,IDN,11/1/2022,,171056204,117333660,,,1314110,,62.09,42.59,,4770,628905,0.228
Indonesia,IDN,12/1/2022,,172155594,117947474,,,1314110,,62.49,42.81,,4770,704193,0.256
Indonesia,IDN,13/1/2022,,173248256,118488929,,,1314110,,62.88,43.01,,4770,749783,0.272
Indonesia,IDN,14/1/2022,,174291585,118952014,,,1314110,,63.26,43.18,,4770,781713,0.284
Indonesia,IDN,15/1/2022,,175645471,119424581,,,1314110,,63.75,43.35,,4770,866464,0.315
Indonesia,IDN,16/1/2022,,176301989,119746532,,,1314110,,63.99,43.46,,4770,879766,0.319
Indonesia,IDN,17/1/2022,,176629941,119992852,,,1314110,,64.11,43.55,,4770,870515,0.316
Indonesia,IDN,18/1/2022,,177259377,120621088,,,1314110,,64.34,43.78,,4770,886168,0.322
Indonesia,IDN,19/1/2022,,178261136,121566591,,,1314110,,64.7,44.13,,4770,872220,0.317
Indonesia,IDN,20/1/2022,,179153744,122378266,,,1314110,,65.03,44.42,,4770,843641,0.306
Indonesia,IDN,21/1/2022,,180021654,123167273,,,1314110,,65.34,44.71,,4770,818581,0.297
Indonesia,IDN,22/1/2022,,180714550,123782386,,,1314110,,65.59,44.93,,4770,724154,0.263
Indonesia,IDN,23/1/2022,,181131333,124080794,,,1314110,,65.75,45.04,,4770,689906,0.25
Indonesia,IDN,24/1/2022,,181377519,124334472,,,1314110,,65.84,45.13,,4770,678225,0.246
Indonesia,IDN,25/1/2022,,182024020,125106842,,,1314110,,66.07,45.41,,4770,680663,0.247
Indonesia,IDN,26/1/2022,,182500827,125673513,,,1314110,,66.24,45.62,,4770,605670,0.22
Indonesia,IDN,27/1/2022,,183060035,126413464,,,1314110,,66.45,45.88,,4770,558042,0.203
Indonesia,IDN,28/1/2022,,183677032,127164526,,,1314110,,66.67,46.16,,4770,522197,0.19
Indonesia,IDN,29/1/2022,,184187038,127727473,,,1314110,,66.86,46.36,,4770,496070,0.18
Indonesia,IDN,30/1/2022,,184557715,128005763,,,1314110,,66.99,46.46,,4770,489483,0.178
Indonesia,IDN,31/1/2022,,184680997,128028074,,,1314110,,67.03,46.47,,4770,471925,0.171
Indonesia,IDN,1/2/2022,,185121652,128655689,,,1314110,,67.19,46.7,,4770,442519,0.161
Indonesia,IDN,2/2/2022,,185237546,128737666,,,1314110,,67.24,46.73,,4770,390960,0.142
Indonesia,IDN,3/2/2022,,185622566,129405527,,,1314110,,67.38,46.97,,4770,366076,0.133
Indonesia,IDN,4/2/2022,,186019239,130122520,,,1314110,,67.52,47.23,,4770,334601,0.121
Indonesia,IDN,5/2/2022,,186388071,130784199,,,1314110,,67.65,47.47,,4770,314433,0.114
Indonesia,IDN,6/2/2022,323371246,186589750,131080731,5548431,,1314110,117.38,67.73,47.58,2.01,4770,290291,0.105
Indonesia,IDN,7/2/2022,325015898,186703390,131119425,5878217,1644652,1361330,117.97,67.77,47.59,2.13,4941,288913,0.105
Indonesia,IDN,8/2/2022,325992890,187047562,132090119,6034892,976992,1313170,118.33,67.89,47.95,2.19,4766,275130,0.1
Indonesia,IDN,9/2/2022,327792245,187290007,132667991,6391787,1799355,1382491,118.98,67.98,48.16,2.32,5018,293209,0.106
Indonesia,IDN,10/2/2022,328946156,187696710,133703748,6623413,1153911,1359606,119.4,68.13,48.53,2.4,4935,296306,0.108
Indonesia,IDN,11/2/2022,,187918754,134403989,,,1325597,,68.21,48.79,,4812,271359,0.098
Indonesia,IDN,12/2/2022,331098258,188060706,135209233,7048731,,1291589,120.18,68.26,49.08,2.56,4688,238948,0.087
Indonesia,IDN,13/2/2022,331211718,188282851,135766676,7059145,113460,1120067,120.22,68.34,49.28,2.56,4066,241872,0.088
Indonesia,IDN,14/2/2022,332515995,188338544,135814029,7277382,1304277,1071442,120.69,68.36,49.3,2.64,3889,233593,0.085
Indonesia,IDN,15/2/2022,333824000,188590685,136647928,7505145,1308005,1118730,121.17,68.45,49.6,2.72,4061,220446,0.08
Indonesia,IDN,16/2/2022,335078861,188833480,137485375,7730486,1254861,1040945,121.63,68.54,49.9,2.81,3778,220496,0.08
Indonesia,IDN,17/2/2022,336459621,189067416,138280959,8011770,1380760,1073352,122.13,68.63,50.19,2.91,3896,195815,0.071
Indonesia,IDN,18/2/2022,337806448,189307384,139140467,8326622,1346827,1112034,122.62,68.71,50.5,3.02,4036,198376,0.072
Indonesia,IDN,19/2/2022,338404616,189533698,139946128,8456612,598168,1043765,122.83,68.8,50.8,3.07,3789,210427,0.076
Indonesia,IDN,20/2/2022,338608177,189646917,140301087,8493624,203561,1056637,122.91,68.84,50.93,3.08,3835,194867,0.071
Indonesia,IDN,21/2/2022,339640533,189694082,140420471,8712274,1032356,1017791,123.28,68.85,50.97,3.16,3694,193648,0.07
Indonesia,IDN,22/2/2022,340874189,189885858,141042401,8974957,1233656,1007170,123.73,68.92,51.19,3.26,3656,185025,0.067
Indonesia,IDN,23/2/2022,342063844,190092902,141806330,9236089,1189655,997855,124.16,69,51.47,3.35,3622,179917,0.065
Indonesia,IDN,24/2/2022,343353574,190310509,142517246,9542165,1289730,984850,124.63,69.08,51.73,3.46,3575,177585,0.064
Indonesia,IDN,25/2/2022,344256469,190531114,143280295,9809490,902895,921432,124.96,69.16,52.01,3.56,3345,174819,0.063
Indonesia,IDN,26/2/2022,344260964,190672288,143774691,9809784,4495,836621,124.96,69.21,52.19,3.56,3037,162656,0.059
Indonesia,IDN,27/2/2022,344263603,190672557,143778623,9812596,2639,807918,124.96,69.21,52.19,3.56,2933,146520,0.053
Indonesia,IDN,28/2/2022,345697245,190969599,144458756,10214605,1433642,865245,125.48,69.32,52.43,3.71,3141,182217,0.066
Indonesia,IDN,1/3/2022,345700796,190976834,144505806,10216285,3551,689515,125.48,69.32,52.45,3.71,2503,155854,0.057
Indonesia,IDN,2/3/2022,348638823,190977514,144506997,11324273,2938027,939283,126.55,69.32,52.45,4.11,3409,126373,0.046
Indonesia,IDN,3/3/2022,349644040,191110409,146204141,11457714,1005217,898638,126.91,69.37,53.07,4.16,3262,114271,0.041
Indonesia,IDN,4/3/2022,351058900,191631442,146554884,11942963,1414860,971776,127.43,69.56,53.2,4.33,3527,157190,0.057
Indonesia,IDN,5/3/2022,352266904,191835428,147280509,12405103,1208004,1143706,127.86,69.63,53.46,4.5,4151,166163,0.06
Indonesia,IDN,6/3/2022,,192003490,147858311,,,1245602,,69.69,53.67,,4521,190133,0.069
Indonesia,IDN,7/3/2022,353698734,192068763,148021351,12847312,,1143070,128.38,69.72,53.73,4.66,4149,157023,0.057
Indonesia,IDN,8/3/2022,354566415,192263704,148587718,13163845,867681,1266517,128.7,69.79,53.93,4.78,4597,183839,0.067
Indonesia,IDN,9/3/2022,356256648,192412648,148989922,13686156,1690233,1088261,129.31,69.84,54.08,4.97,3950,205019,0.074
Indonesia,IDN,10/3/2022,357308080,192776961,149793531,14013132,1051432,1094863,129.69,69.97,54.37,5.09,3974,238079,0.086
Indonesia,IDN,11/3/2022,358354805,193014314,150280634,14351546,1046725,1042272,130.07,70.06,54.55,5.21,3783,197553,0.072
Indonesia,IDN,12/3/2022,359380001,193229478,150773781,14600781,1025196,1016157,130.45,70.14,54.73,5.3,3688,199150,0.072
Indonesia,IDN,13/3/2022,,193400494,151378726,,,976086,,70.2,54.95,,3543,199572,0.072
Indonesia,IDN,14/3/2022,360250837,193474037,151486424,14770130,,936015,130.76,70.23,54.99,5.36,3397,200753,0.073
Indonesia,IDN,15/3/2022,,193658864,151821843,,,961310,,70.29,55.11,,3489,199309,0.072
Indonesia,IDN,16/3/2022,362340334,193903477,152405191,15474618,,869098,131.52,70.38,55.32,5.62,3155,212976,0.077
Indonesia,IDN,17/3/2022,363890835,194136128,152729588,16005165,1550501,940394,132.08,70.47,55.44,5.81,3413,194167,0.07
Indonesia,IDN,18/3/2022,,194437519,153448151,,,820480,,70.58,55.7,,2978,203315,0.074
Indonesia,IDN,19/3/2022,364305498,194559612,153649398,16096488,,703642,132.23,70.62,55.77,5.84,2554,190019,0.069
Indonesia,IDN,20/3/2022,364931091,194559612,154267349,16278674,625593,730810,132.46,70.62,56,5.91,2653,165588,0.06
Indonesia,IDN,21/3/2022,365473877,194785493,154370080,16318304,542786,746149,132.66,70.7,56.03,5.92,2708,187351,0.068
Indonesia,IDN,22/3/2022,368133995,194906900,155391750,17624402,2660118,976916,133.62,70.75,56.4,6.4,3546,178291,0.065
Indonesia,IDN,23/3/2022,369859000,195229531,156139516,18155763,1725005,1074095,134.25,70.86,56.67,6.59,3899,189436,0.069
Indonesia,IDN,24/3/2022,370188943,195366825,156336412,18273009,329943,899730,134.37,70.91,56.75,6.63,3266,175814,0.064
Indonesia,IDN,25/3/2022,,195533337,156636335,,,1074470,,70.97,56.86,,3900,156545,0.057
Indonesia,IDN,26/3/2022,,195719065,157569955,,,1249211,,71.04,57.19,,4534,165636,0.06
Indonesia,IDN,27/3/2022,,195889215,157840758,,,1364200,,71.1,57.29,,4952,189943,0.069
Indonesia,IDN,28/3/2022,375911010,195958039,157974507,21125889,,1491019,136.45,71.13,57.34,7.67,5412,167507,0.061
Indonesia,IDN,29/3/2022,377108938,196240871,158830466,21728296,1197928,1282135,136.88,71.23,57.65,7.89,4654,190567,0.069
Indonesia,IDN,30/3/2022,378074903,196354667,159025975,22215377,965965,1173700,137.23,71.27,57.72,8.06,4260,160734,0.058
Indonesia,IDN,31/3/2022,379419843,196534266,159325260,23014251,1344940,1318700,137.72,71.34,57.83,8.35,4787,166777,0.061
Indonesia,IDN,1/4/2022,,196719100,159686492,,,1171978,,71.4,57.96,,4254,169395,0.061
Indonesia,IDN,2/4/2022,,196850337,159950991,,,1025257,,71.45,58.06,,3721,161610,0.059
Indonesia,IDN,3/4/2022,,196872209,159988167,,,878535,,71.46,58.07,,3189,140428,0.051
Indonesia,IDN,4/4/2022,381033706,196880116,160107111,24046339,,731814,138.31,71.46,58.11,8.73,2656,131725,0.048
Indonesia,IDN,5/4/2022,383146112,196880155,160107212,25296816,2112406,862453,139.07,71.46,58.11,9.18,3130,91326,0.033
Indonesia,IDN,6/4/2022,383759338,197107907,160741389,25606528,613226,812062,139.29,71.55,58.35,9.29,2948,107606,0.039
Indonesia,IDN,7/4/2022,384378545,197216895,160935915,25945875,619207,708386,139.52,71.58,58.42,9.42,2571,97518,0.035
Indonesia,IDN,8/4/2022,385170969,197313563,161119107,26433539,792424,763951,139.81,71.62,58.48,9.59,2773,84923,0.031
Indonesia,IDN,9/4/2022,385925688,197404392,161333038,27008873,754719,814130,140.08,71.65,58.56,9.8,2955,79151,0.029
Indonesia,IDN,10/4/2022,386366209,197493411,161423404,27291778,440521,819424,140.24,71.69,58.59,9.91,2974,88743,0.032
Indonesia,IDN,11/4/2022,387382886,197540442,161533989,27960917,1016677,907026,140.61,71.7,58.63,10.15,3292,94332,0.034
Indonesia,IDN,12/4/2022,388048499,197660336,161761633,28400442,665613,700341,140.85,71.75,58.72,10.31,2542,111454,0.04
Indonesia,IDN,13/4/2022,389329305,197715552,161932505,29213567,1280806,795710,141.32,71.77,58.78,10.6,2888,86806,0.032
Indonesia,IDN,14/4/2022,390071682,197910765,162204973,29687453,742377,813305,141.59,71.84,58.88,10.78,2952,99124,0.036
Indonesia,IDN,15/4/2022,,198012119,162372110,,,814595,,71.87,58.94,,2957,99794,0.036
Indonesia,IDN,16/4/2022,,198100009,162560631,,,821271,,71.91,59.01,,2981,99374,0.036
Indonesia,IDN,17/4/2022,392476033,198191838,162750057,31348872,,872832,142.46,71.94,59.07,11.38,3168,99775,0.036
Indonesia,IDN,18/4/2022,393248891,198248066,162879095,31860639,772858,838001,142.74,71.96,59.12,11.56,3042,101089,0.037
Indonesia,IDN,19/4/2022,394736427,198351438,163036814,32780775,1487536,955418,143.28,72,59.18,11.9,3468,98729,0.036
Indonesia,IDN,20/4/2022,,198478663,163180128,,,914851,,72.04,59.23,,3321,109016,0.04
Indonesia,IDN,21/4/2022,396730099,198597005,163358647,34280741,,951202,144,72.09,59.3,12.44,3453,98034,0.036
Indonesia,IDN,22/4/2022,,198739666,163709692,,,917405,,72.14,59.42,,3330,103935,0.038
Indonesia,IDN,23/4/2022,397859834,198831114,163874842,35005482,,883607,144.41,72.17,59.48,12.71,3207,104444,0.038
Indonesia,IDN,24/4/2022,398135514,198900322,163954030,35165470,275680,808497,144.51,72.2,59.51,12.76,2935,101212,0.037
Indonesia,IDN,25/4/2022,398738106,198946361,164023683,35518317,602592,784174,144.73,72.21,59.54,12.89,2846,99756,0.036
Indonesia,IDN,26/4/2022,399513940,199039633,164180156,36061373,775834,682502,145.01,72.25,59.59,13.09,2477,98314,0.036
Indonesia,IDN,27/4/2022,401308016,199113714,164338853,37458813,1794076,796393,145.66,72.27,59.65,13.6,2891,90722,0.033
Indonesia,IDN,28/4/2022,401308016,199191893,164657310,37458813,0,653988,145.66,72.3,59.77,13.6,2374,84984,0.031
Indonesia,IDN,29/4/2022,401308016,199296158,165052289,37458813,0,573293,145.66,72.34,59.91,13.6,2081,79499,0.029
Indonesia,IDN,30/4/2022,401308016,199346528,165134259,37458813,0,492597,145.66,72.36,59.94,13.6,1788,73631,0.027
Indonesia,IDN,1/5/2022,401308016,199346528,165230060,37458813,0,453215,145.66,72.36,59.97,13.6,1645,63744,0.023
Indonesia,IDN,2/5/2022,401308016,199346528,165376991,37458813,0,367130,145.66,72.36,60.03,13.6,1333,57167,0.021
Indonesia,IDN,3/5/2022,401308016,199346528,165425255,37458813,0,256297,145.66,72.36,60.05,13.6,930,43842,0.016
Indonesia,IDN,4/5/2022,,,,,,0,,,,,0,33259,0.012
Indonesia,IDN,5/5/2022,,199346528,165600933,,,0,,72.36,60.11,,0,22091,0.008
Indonesia,IDN,6/5/2022,401308016,199346528,165613761,37458813,,0,145.66,72.36,60.11,13.6,0,7196,0.003
Indonesia,IDN,7/5/2022,401308016,199346528,165632168,37458813,0,0,145.66,72.36,60.12,13.6,0,0,0
Indonesia,IDN,8/5/2022,401308016,199346528,165641991,37458813,0,0,145.66,72.36,60.12,13.6,0,0,0
Indonesia,IDN,9/5/2022,401308016,199346528,165656103,37458813,0,0,145.66,72.36,60.13,13.6,0,0,0
Indonesia,IDN,10/5/2022,,199352565,165707687,,,0,,72.36,60.15,,0,862,0
Indonesia,IDN,11/5/2022,,199395854,165839856,,,0,,72.38,60.2,,0,7047,0.003
Indonesia,IDN,12/5/2022,401308016,199450667,165969135,37458813,,0,145.66,72.4,60.24,13.6,0,14877,0.005
Indonesia,IDN,13/5/2022,401308016,199513545,166080531,37458813,0,0,145.66,72.42,60.28,13.6,0,23860,0.009
Indonesia,IDN,14/5/2022,401308016,199556458,166160498,37458813,0,0,145.66,72.43,60.31,13.6,0,29990,0.011
Indonesia,IDN,15/5/2022,401308016,199604493,166252348,37458813,0,0,145.66,72.45,60.35,13.6,0,36852,0.013
Indonesia,IDN,16/5/2022,401308016,199625406,166273179,37458813,0,0,145.66,72.46,60.35,13.6,0,39840,0.014
Indonesia,IDN,17/5/2022,401308016,199644471,166290758,37458813,0,0,145.66,72.47,60.36,13.6,0,41701,0.015
Indonesia,IDN,18/5/2022,401308016,199715445,166406981,37458813,0,0,145.66,72.49,60.4,13.6,0,45656,0.017
Indonesia,IDN,19/5/2022,401308016,199741802,166492274,37458813,0,0,145.66,72.5,60.43,13.6,0,41591,0.015
Indonesia,IDN,20/5/2022,401308016,199798711,166632702,37458813,0,0,145.66,72.52,60.48,13.6,0,40738,0.015
Indonesia,IDN,21/5/2022,401308016,199844276,166764720,37458813,0,0,145.66,72.54,60.53,13.6,0,41117,0.015
Indonesia,IDN,22/5/2022,401308016,199883553,166837615,37458813,0,0,145.66,72.55,60.56,13.6,0,39866,0.014
Indonesia,IDN,23/5/2022,401308016,199917330,166911457,37458813,0,0,145.66,72.56,60.58,13.6,0,41703,0.015
Indonesia,IDN,24/5/2022,401308016,199955070,166971873,37458813,0,0,145.66,72.58,60.61,13.6,0,44371,0.016
Indonesia,IDN,25/5/2022,401308016,200015745,167068380,37458813,0,0,145.66,72.6,60.64,13.6,0,42900,0.016
Indonesia,IDN,26/5/2022,401308016,200084080,167156856,37458813,0,0,145.66,72.63,60.67,13.6,0,48897,0.018
Indonesia,IDN,27/5/2022,401308016,200112862,167198137,37458813,0,0,145.66,72.64,60.69,13.6,0,44879,0.016
Indonesia,IDN,28/5/2022,401308016,200163526,167264389,37458813,0,0,145.66,72.65,60.71,13.6,0,45607,0.017
Indonesia,IDN,29/5/2022,401308016,200198188,167325130,37458813,0,0,145.66,72.67,60.73,13.6,0,44948,0.016
Indonesia,IDN,30/5/2022,401308016,200202182,167330132,37458813,0,0,145.66,72.67,60.74,13.6,0,40693,0.015
Indonesia,IDN,31/5/2022,401308016,200267408,167420810,37458813,0,0,145.66,72.69,60.77,13.6,0,44620,0.016
Indonesia,IDN,1/6/2022,401308016,200327825,167507245,37458813,0,0,145.66,72.71,60.8,13.6,0,44583,0.016
Indonesia,IDN,2/6/2022,,,,,,0,,,,,0,39604,0.014
Indonesia,IDN,3/6/2022,401308016,200394788,167598405,37458813,,0,145.66,72.74,60.83,13.6,0,40275,0.015
Indonesia,IDN,4/6/2022,,,,,,502770,,,,,1825,42225,0.015
Indonesia,IDN,5/6/2022,,,,,,1005541,,,,,3650,46461,0.017
Indonesia,IDN,6/6/2022,,,,,,1508311,,,,,5475,55078,0.02
Indonesia,IDN,7/6/2022,415385585,200652038,167822664,46910883,,2011081,150.77,72.83,60.92,17.03,7300,54947,0.02
Indonesia,IDN,8/6/2022,,,,,,2049238,,,,,7438,52540,0.019
Indonesia,IDN,9/6/2022,,,,,,2087394,,,,,7577,53980,0.02
Indonesia,IDN,10/6/2022,,,,,,2125551,,,,,7715,55421,0.02
Indonesia,IDN,11/6/2022,,,,,,1660937,,,,,6029,52457,0.019
Indonesia,IDN,12/6/2022,,,,,,1196323,,,,,4342,49493,0.018
Indonesia,IDN,13/6/2022,,,,,,731709,,,,,2656,46529,0.017
Indonesia,IDN,14/6/2022,,,,,,267095,,,,,969,43565,0.016
Indonesia,IDN,15/6/2022,417522347,201000560,168251795,48269992,,267095,151.55,72.96,61.07,17.52,969,43565,0.016
Indonesia,IDN,16/6/2022,,,,,,263590,,,,,957,42643,0.015
Indonesia,IDN,17/6/2022,,,,,,260085,,,,,944,41721,0.015
Indonesia,IDN,18/6/2022,,,,,,256579,,,,,931,40800,0.015
Indonesia,IDN,19/6/2022,,,,,,253074,,,,,919,39878,0.014
Indonesia,IDN,20/6/2022,,,,,,249569,,,,,906,38956,0.014
Indonesia,IDN,21/6/2022,418977695,201223231,168544951,49209513,,246063,152.08,73.04,61.18,17.86,893,38034,0.014
Indonesia,IDN,22/6/2022,,,,,,237249,,,,,861,35754,0.013
Indonesia,IDN,23/6/2022,,,,,,231941,,,,,842,34396,0.012
Indonesia,IDN,24/6/2022,,,,,,226632,,,,,823,33038,0.012
Indonesia,IDN,25/6/2022,,,,,,221323,,,,,803,31680,0.011
Indonesia,IDN,26/6/2022,,,,,,216014,,,,,784,30322,0.011
Indonesia,IDN,27/6/2022,,,,,,210706,,,,,765,28964,0.011
Indonesia,IDN,28/6/2022,,,,,,205397,,,,,746,27606,0.01
Indonesia,IDN,29/6/2022,,,,,,205397,,,,,746,27606,0.01
Indonesia,IDN,30/6/2022,,,,,,205397,,,,,746,27606,0.01
